sku,websites,cost,price,msrp,special_price,special_from_date,special_to_date,tier_price,attribute_set_name,type_id
etrade15050,base,4.20,19.14,19.14,,,,,"Cash or ticket boxes",simple
etrade15051,base,4.21,19.14,19.14,,,,,"Cash or ticket boxes",simple
etrade15052,base,6.48,26.63,26.63,,,,,"Cash or ticket boxes",simple
etrade15053,base,6.48,26.63,26.63,,,,,"Cash or ticket boxes",simple
etrade15054,base,6.48,26.63,26.63,,,,,"Cash or ticket boxes",simple
etrade15055,base,40.00,114.36,114.36,,,,,"Domestic electric fan",simple
etrade15056,base,1.24,13.44,13.44,,,,,"Tape dispensers",simple
etrade15057,base,1.40,13.44,13.44,,,,,"Tape dispensers",simple
etrade15058,base,1.55,13.44,13.44,,,,,"Tape dispensers",simple
etrade15059,base,0.32,3.43,3.43,,,,,Staples,simple
etrade15060,base,0.34,3.70,3.70,,,,,Staples,simple
etrade15061,base,0.48,4.25,4.25,,,,,Staples,simple
etrade15062,base,11.46,22.69,22.69,,,,,"Seating parts or accessories",simple
etrade15063,base,180.49,357.40,357.40,,,,,"Screens for panel systems",simple
etrade15064,base,10000,10000,10000,,,,,"Screens for panel systems",simple
etrade15065,base,10000,10000,10000,,,,,"Screens for panel systems",simple
etrade15066,base,10000,10000,10000,,,,,"Screens for panel systems",simple
etrade15067,base,12.92,41.25,41.25,,,,,"Printer or copier paper",simple
etrade15068,base,12.92,41.25,41.25,,,,,"Printer or copier paper",simple
etrade15069,base,12.92,41.25,41.25,,,,,"Vellum paper",simple
etrade15070,base,3.45,31.51,31.51,,,,,"Facsimile paper",simple
etrade15071,base,8.66,28.87,28.87,,,,,"Ornamental trimmings",simple
etrade15072,base,10000,10000,10000,,,,,"Ornamental trimmings",simple
etrade15073,base,6.99,18.36,18.36,,,,,"Ornamental trimmings",simple
etrade15074,base,7.52,18.36,18.36,,,,,"Ornamental trimmings",simple
etrade15075,base,9.41,33.16,33.16,,,,,"Fiber straps",simple
etrade15076,base,10000,10000,10000,,,,,"Paper pads or notebooks",simple
etrade15077,base,10000,10000,10000,,,,,"Paper pads or notebooks",simple
etrade15078,base,10000,10000,10000,,,,,"Binding tape",simple
etrade15079,base,10000,10000,10000,,,,,"Binding tape",simple
etrade15080,base,10.93,40.69,40.69,,,,,"Binding tape",simple
etrade15081,base,1.95,14.02,14.02,,,,,"Binding tape",simple
etrade15082,base,1.89,14.02,14.02,,,,,"Binding tape",simple
etrade15083,base,4.51,19.68,19.68,,,,,"Packaging tape",simple
etrade15086,base,4.77,19.39,19.39,,,,,"Packaging tape",simple
etrade15088,base,6.68,13.36,13.36,,,,,"Tape dispensers",simple
etrade15089,base,6.98,14.07,14.07,,,,,"Tape dispensers",simple
etrade15090,base,47.06,83.69,83.69,,,,,Toner,simple
etrade15091,base,8.51,15.51,15.51,,,,,"Ink cartridges",simple
etrade15092,base,9.44,17.60,17.60,,,,,"Ink cartridges",simple
etrade15093,base,8.87,25.66,25.66,,,,,"Ink cartridges",simple
etrade15094,base,11.85,31.44,31.44,,,,,"Ink cartridges",simple
etrade15095,base,7.77,23.80,23.80,,,,,"Ink cartridges",simple
etrade15096,base,27.09,53.63,53.63,,,,,"Seating parts or accessories",simple
etrade15097,base,5.19,94.44,94.44,,,,,Scissors,simple
etrade15098,base,43.36,102.45,102.45,,,,,"Printer or facsimile or photocopier drums",simple
etrade15099,base,23.12,47.29,47.29,,,,,Toner,simple
etrade15100,base,1.92,18.44,18.44,,,,,Folders,simple
etrade15101,base,14.12,122.29,122.29,,,,,"Printer or copier paper",simple
etrade15102,base,4.13,41.33,41.33,,,,,"Printer or copier paper",simple
etrade15103,base,2.30,8.34,8.34,,,,,Staplers,simple
etrade15104,base,5.23,32.20,32.20,,,,,"Binding tape",simple
etrade15105,base,8.60,28.23,28.23,,,,,"Ink cartridges",simple
etrade15106,base,17.58,48.89,48.89,,,,,Toner,simple
etrade15107,base,16.25,44.54,44.54,,,,,Toner,simple
etrade15108,base,8.41,28.13,28.13,,,,,"Ink cartridges",simple
etrade15109,base,8.41,28.13,28.13,,,,,"Ink cartridges",simple
etrade15110,base,8.41,28.13,28.13,,,,,"Ink cartridges",simple
etrade15111,base,18.45,52.78,52.78,,,,,Toner,simple
etrade15112,base,10000,10000,10000,,,,,Toner,simple
etrade15113,base,1.29,15.23,15.23,,,,,"Computer or office equipment cleaning kit",simple
etrade15114,base,33.73,94.87,94.87,,,,,Toner,simple
etrade15115,base,5.70,37.53,37.53,,,,,"Computer or office equipment cleaning kit",simple
etrade15116,base,30.38,78.89,78.89,,,,,Toner,simple
etrade15117,base,21.35,83.26,83.26,,,,,"File storage boxes or organizers",simple
etrade15118,base,40.53,96.58,96.58,,,,,Toner,simple
etrade15119,base,25.18,41.24,41.24,,,,,Toner,simple
etrade15120,base,21.35,83.26,83.26,,,,,"File storage boxes or organizers",simple
etrade15121,base,35.02,84.23,84.23,,,,,Toner,simple
etrade15122,base,8.85,50.66,50.66,,,,,"File pockets or accessories",simple
etrade15123,base,8.85,50.66,50.66,,,,,"File pockets or accessories",simple
etrade15124,base,51.17,143.76,143.76,,,,,Toner,simple
etrade15125,base,7.07,22.08,22.08,,,,,"Literature rack",simple
etrade15126,base,44.82,132.63,132.63,,,,,Toner,simple
etrade15127,base,29.85,59.50,59.50,,,,,Toner,simple
etrade15128,base,7.07,22.08,22.08,,,,,"Literature rack",simple
etrade15129,base,54.22,102.45,102.45,,,,,"Printer or facsimile or photocopier drums",simple
etrade15130,base,42.78,84.59,84.59,,,,,Toner,simple
etrade15131,base,6.55,22.67,22.67,,,,,"Literature rack",simple
etrade15132,base,35.58,63.49,63.49,,,,,Toner,simple
etrade15133,base,24.96,101.39,101.39,,,,,"File storage boxes or organizers",simple
etrade15134,base,9.33,26.67,26.67,,,,,"Ink cartridges",simple
etrade15135,base,6.57,22.90,22.90,,,,,"Ink cartridges",simple
etrade15136,base,9.11,16.83,16.83,,,,,"Ink cartridges",simple
etrade15137,base,9.65,18.24,18.24,,,,,"Ink cartridges",simple
etrade15138,base,10.85,56.20,56.20,,,,,"File storage boxes or organizers",simple
etrade15139,base,8.66,29.46,29.46,,,,,"Ink cartridges",simple
etrade15140,base,16.50,42.76,42.76,,,,,"Ink cartridges",simple
etrade15141,base,21.03,60.93,60.93,,,,,"Chair mat",simple
etrade15142,base,0.91,5.40,5.40,,,,,Clipboards,simple
etrade15143,base,0.91,5.40,5.40,,,,,Clipboards,simple
etrade15144,base,0.40,5.70,5.70,,,,,"Pencil sharpeners",simple
etrade15145,base,11.97,45.30,45.30,,,,,"Specialty envelopes",simple
etrade15146,base,0.80,6.95,6.95,,,,,"Pencil sharpeners",simple
etrade15147,base,16.46,80.25,80.25,,,,,"Specialty envelopes",simple
etrade15148,base,19.22,91.20,91.20,,,,,"Standard envelopes",simple
etrade15149,base,0.24,2.68,2.68,,,,,"Pencil sharpeners",simple
etrade15150,base,3.08,8.76,8.76,,,,,"Printer or copier paper",simple
etrade15151,base,3.30,9.38,9.38,,,,,"Printer or copier paper",simple
etrade15152,base,1.02,3.26,3.26,,,,,"Trash bags",simple
etrade15153,base,0.32,3.02,3.02,,,,,"Pencil sharpeners",simple
etrade15154,base,0.78,6.88,6.88,,,,,"Mechanical pencils",simple
etrade15155,base,0.19,3.75,3.75,,,,,"Pins or tacks",simple
etrade15156,base,0.36,5.96,5.96,,,,,"Pins or tacks",simple
etrade15157,base,0.47,5.96,5.96,,,,,"Pins or tacks",simple
etrade15158,base,0.24,4.90,4.90,,,,,"Pins or tacks",simple
etrade15159,base,0.22,3.30,3.30,,,,,"Pins or tacks",simple
etrade15160,base,0.42,4.22,4.22,,,,,"Pins or tacks",simple
etrade15161,base,0.34,4.22,4.22,,,,,"Pins or tacks",simple
etrade15162,base,0.56,4.15,4.15,,,,,"Pins or tacks",simple
etrade15163,base,0.33,5.15,5.15,,,,,"Paper clips",simple
etrade15164,base,0.65,9.32,9.32,,,,,"Paper clips",simple
etrade15165,base,1.07,15.83,15.83,,,,,"Paper clips",simple
etrade15166,base,1.65,18.02,18.02,,,,,"Glass panels for picture frames",simple
etrade15167,base,6.27,45.32,45.32,,,,,"Glass panels for picture frames",simple
etrade15168,base,2.79,30.65,30.65,,,,,"Glass panels for picture frames",simple
etrade15169,base,3.32,17.44,17.44,,,,,"Clasp fasteners",simple
etrade15170,base,3.74,19.88,19.88,,,,,"Clasp fasteners",simple
etrade15171,base,4.81,25.37,25.37,,,,,"Clasp fasteners",simple
etrade15172,base,4.40,18.92,18.92,,,,,"Clasp fasteners",simple
etrade15173,base,4.77,20.56,20.56,,,,,"Clasp fasteners",simple
etrade15174,base,4.96,21.60,21.60,,,,,"Clasp fasteners",simple
etrade15175,base,0.68,3.73,3.73,,,,,"Clasp fasteners",simple
etrade15176,base,0.86,3.97,3.97,,,,,"Clasp fasteners",simple
etrade15177,base,0.96,4.16,4.16,,,,,"Clasp fasteners",simple
etrade15178,base,0.99,4.35,4.35,,,,,"Clasp fasteners",simple
etrade15179,base,1.85,8.78,8.78,,,,,"Paper clips",simple
etrade15180,base,1.39,9.49,9.49,,,,,"Paper clips",simple
etrade15181,base,1.36,9.05,9.05,,,,,"Paper clips",simple
etrade15182,base,1.26,4.23,4.23,,,,,"Paper clips",simple
etrade15183,base,2.58,9.14,9.14,,,,,"Paper clips",simple
etrade15184,base,5.03,22.42,22.42,,,,,"Paper clips",simple
etrade15185,base,3.89,16.14,16.14,,,,,"Paper clips",simple
etrade15186,base,2.18,14.00,14.00,,,,,"Paper clips",simple
etrade15187,base,0.46,2.90,2.90,,,,,"Paper clips",simple
etrade15188,base,0.27,4.70,4.70,,,,,"Paper clips",simple
etrade15189,base,33.96,64.07,64.07,,,,,Toner,simple
etrade15190,base,39.45,108.43,108.43,,,,,Toner,simple
etrade15191,base,39.45,108.43,108.43,,,,,Toner,simple
etrade15192,base,39.45,108.43,108.43,,,,,Toner,simple
etrade15193,base,34.74,94.38,94.38,,,,,Toner,simple
etrade15194,base,18.84,51.30,51.30,,,,,Toner,simple
etrade15195,base,24.48,82.28,82.28,,,,,Toner,simple
etrade15196,base,35.29,83.74,83.74,,,,,Toner,simple
etrade15197,base,35.29,83.74,83.74,,,,,Toner,simple
etrade15198,base,35.29,83.74,83.74,,,,,Toner,simple
etrade15199,base,35.49,84.23,84.23,,,,,Toner,simple
etrade15200,base,26.73,52.76,52.76,,,,,Toner,simple
etrade15201,base,26.73,52.76,52.76,,,,,Toner,simple
etrade15202,base,26.73,52.76,52.76,,,,,Toner,simple
etrade15203,base,24.52,48.40,48.40,,,,,Toner,simple
etrade15204,base,49.85,160.70,160.70,,,,,Toner,simple
etrade15205,base,49.85,160.70,160.70,,,,,Toner,simple
etrade15206,base,49.85,160.70,160.70,,,,,Toner,simple
etrade15207,base,46.85,113.27,113.27,,,,,Toner,simple
etrade15208,base,6.23,17.26,17.26,,,,,"Ink cartridges",simple
etrade15209,base,6.76,18.42,18.42,,,,,"Ink cartridges",simple
etrade15210,base,6.20,10.57,10.57,,,,,"Ink cartridges",simple
etrade15211,base,7.55,12.92,12.92,,,,,"Ink cartridges",simple
etrade15212,base,5.98,11.03,11.03,,,,,"Ink cartridges",simple
etrade15213,base,8.84,16.47,16.47,,,,,"Ink cartridges",simple
etrade15214,base,11.35,39.54,39.54,,,,,"Ink cartridges",simple
etrade15215,base,15.35,45.07,45.07,,,,,"Ink cartridges",simple
etrade15216,base,10.17,16.25,16.25,,,,,"Ink cartridges",simple
etrade15217,base,7.87,16.19,16.19,,,,,"Ink cartridges",simple
etrade15218,base,14.38,43.27,43.27,,,,,"Ink cartridges",simple
etrade15219,base,3.55,6.89,6.89,,,,,"Ink cartridges",simple
etrade15220,base,3.55,6.89,6.89,,,,,"Ink cartridges",simple
etrade15221,base,3.55,6.89,6.89,,,,,"Ink cartridges",simple
etrade15222,base,3.58,6.89,6.89,,,,,"Ink cartridges",simple
etrade15223,base,2.52,8.09,8.09,,,,,"Computer or office equipment cleaning kit",simple
etrade15224,base,0.63,7.25,7.25,,,,,"Computer or office equipment cleaning kit",simple
etrade15225,base,6.12,12.55,12.55,,,,,"Ink cartridges",simple
etrade15226,base,3.40,6.91,6.91,,,,,"Ink cartridges",simple
etrade15227,base,3.40,6.91,6.91,,,,,"Ink cartridges",simple
etrade15228,base,3.40,6.91,6.91,,,,,"Ink cartridges",simple
etrade15229,base,12.40,21.71,21.71,,,,,"Ink cartridges",simple
etrade15230,base,11.15,25.31,25.31,,,,,"Ink cartridges",simple
etrade15231,base,8.19,13.37,13.37,,,,,"Ink cartridges",simple
etrade15232,base,13.42,27.11,27.11,,,,,"Ink cartridges",simple
etrade15233,base,2.74,22.96,22.96,,,,,"Desktop calculator",simple
etrade15234,base,24.77,52.01,52.01,,,,,"Printer or facsimile or photocopier drums",simple
etrade15235,base,17.81,33.68,33.68,,,,,Toner,simple
etrade15236,base,19.62,39.91,39.91,,,,,Toner,simple
etrade15237,base,84.54,175.70,175.70,,,,,Toner,simple
etrade15238,base,25.86,48.61,48.61,,,,,Toner,simple
etrade15239,base,27.58,60.33,60.33,,,,,Toner,simple
etrade15240,base,19.73,46.09,46.09,,,,,Toner,simple
etrade15241,base,23.87,52.85,52.85,,,,,Toner,simple
etrade15242,base,5.16,9.29,9.29,,,,,"Ink cartridges",simple
etrade15243,base,4.73,8.26,8.26,,,,,"Ink cartridges",simple
etrade15244,base,4.73,8.26,8.26,,,,,"Ink cartridges",simple
etrade15245,base,4.73,8.26,8.26,,,,,"Ink cartridges",simple
etrade15246,base,4.73,8.26,8.26,,,,,"Ink cartridges",simple
etrade15247,base,7.39,23.78,23.78,,,,,"Ink cartridges",simple
etrade15248,base,16.85,31.52,31.52,,,,,"Ink cartridges",simple
etrade15249,base,15.18,28.81,28.81,,,,,"Ink cartridges",simple
etrade15250,base,5.61,16.91,16.91,,,,,"Ink cartridges",simple
etrade15251,base,5.61,16.91,16.91,,,,,"Ink cartridges",simple
etrade15252,base,5.61,16.91,16.91,,,,,"Ink cartridges",simple
etrade15253,base,7.82,23.72,23.72,,,,,"Ink cartridges",simple
etrade15254,base,35.26,83.74,83.74,,,,,Toner,simple
etrade15255,base,35.26,83.74,83.74,,,,,Toner,simple
etrade15256,base,35.26,83.74,83.74,,,,,Toner,simple
etrade15257,base,40.60,129.72,129.72,,,,,Toner,simple
etrade15258,base,35.83,115.68,115.68,,,,,Toner,simple
etrade15259,base,43.78,138.44,138.44,,,,,Toner,simple
etrade15260,base,20.64,64.37,64.37,,,,,Toner,simple
etrade15261,base,21.35,126.53,126.53,,,,,"Paper shredding machines or accessories",simple
etrade15262,base,49.56,187.05,187.05,,,,,"Paper shredding machines or accessories",simple
etrade15263,base,60.91,361.85,361.85,,,,,"Paper shredding machines or accessories",simple
etrade15264,base,73.63,495.47,495.47,,,,,"Paper shredding machines or accessories",simple
etrade15265,base,90.90,454.79,454.79,,,,,"Paper shredding machines or accessories",simple
etrade15266,base,5.46,11.20,11.20,,,,,"Ink cartridges",simple
etrade15267,base,6.10,10.28,10.28,,,,,"Ink cartridges",simple
etrade15268,base,7.96,13.30,13.30,,,,,"Ink cartridges",simple
etrade15269,base,19.79,37.46,37.46,,,,,"Ink cartridges",simple
etrade15270,base,4.00,8.25,8.25,,,,,"Ink cartridges",simple
etrade15271,base,4.00,8.25,8.25,,,,,"Ink cartridges",simple
etrade15272,base,4.78,12.11,12.11,,,,,"Ink cartridges",simple
etrade15273,base,4.00,8.25,8.25,,,,,"Ink cartridges",simple
etrade15274,base,4.00,8.25,8.25,,,,,"Ink cartridges",simple
etrade15275,base,4.00,8.25,8.25,,,,,"Ink cartridges",simple
etrade15276,base,4.43,8.43,8.43,,,,,"Ink cartridges",simple
etrade15277,base,3.90,7.25,7.25,,,,,"Ink cartridges",simple
etrade15278,base,3.79,7.70,7.70,,,,,"Ink cartridges",simple
etrade15279,base,3.94,7.70,7.70,,,,,"Ink cartridges",simple
etrade15280,base,3.72,7.70,7.70,,,,,"Ink cartridges",simple
etrade15281,base,44.51,103.08,103.08,,,,,"Printer or facsimile or photocopier drums",simple
etrade15282,base,24.29,44.54,44.54,,,,,Toner,simple
etrade15283,base,89.87,175.22,175.22,,,,,Toner,simple
etrade15284,base,23.83,46.55,46.55,,,,,Toner,simple
etrade15285,base,42.43,82.85,82.85,,,,,Toner,simple
etrade15286,base,42.43,82.85,82.85,,,,,Toner,simple
etrade15287,base,42.43,82.85,82.85,,,,,Toner,simple
etrade15288,base,20.89,41.18,41.18,,,,,Toner,simple
etrade15289,base,2.90,5.89,5.89,,,,,"Ink cartridges",simple
etrade15290,base,2.90,5.89,5.89,,,,,"Ink cartridges",simple
etrade15291,base,2.90,5.89,5.89,,,,,"Ink cartridges",simple
etrade15292,base,11.94,34.46,34.46,,,,,"Trash bags",simple
etrade15293,base,14.19,44.78,44.78,,,,,"Trash bags",simple
etrade15294,base,17.35,38.28,38.28,,,,,"Trash bags",simple
etrade15295,base,10000,10000,10000,,,,,"Trash bags",simple
etrade15296,base,14.37,45.36,45.36,,,,,"Trash bags",simple
etrade15297,base,10000,10000,10000,,,,,"Trash bags",simple
etrade15298,base,25.70,51.40,51.40,,,,,"Trash bags",simple
etrade15299,base,25.70,51.40,51.40,,,,,"Trash bags",simple
etrade15300,base,10000,10000,10000,,,,,"Trash bags",simple
etrade15301,base,15.14,44.00,44.00,,,,,"Trash bags",simple
etrade15302,base,3.09,15.75,15.75,,,,,"General purpose cleaning kits",simple
etrade15303,base,1.43,4.25,4.25,,,,,"General purpose cleaners",simple
etrade15304,base,3.42,15.89,15.89,,,,,"General purpose cleaning kits",simple
etrade15305,base,1.45,4.45,4.45,,,,,"General purpose cleaners",simple
etrade15306,base,1.21,3.11,3.11,,,,,"General purpose cleaners",simple
etrade15307,base,5.55,20.28,20.28,,,,,Soaps,simple
etrade15308,base,1.60,4.27,4.27,,,,,Soaps,simple
etrade15309,base,1.41,3.32,3.32,,,,,"General purpose cleaners",simple
etrade15310,base,1.50,4.43,4.43,,,,,"General purpose cleaners",simple
etrade15311,base,1.65,4.45,4.45,,,,,"General purpose cleaners",simple
etrade15312,base,1.87,4.36,4.36,,,,,"Floor finishes or polishes",simple
etrade15313,base,1.87,4.36,4.36,,,,,"Floor finishes or polishes",simple
etrade15314,base,1.36,3.25,3.25,,,,,"Floor finishes or polishes",simple
etrade15315,base,9.26,22.32,22.32,,,,,"Institutional soap or lotion dispensers",simple
etrade15316,base,7.35,18.71,18.71,,,,,"Institutional soap or lotion dispensers",simple
etrade15317,base,8.71,22.88,22.88,,,,,"Toilet tissue",simple
etrade15318,base,8.46,22.55,22.55,,,,,"Paper towel dispensers",simple
etrade15319,base,10.25,24.71,24.71,,,,,"Paper towel dispensers",simple
etrade15320,base,12.59,29.21,29.21,,,,,"Paper towel dispensers",simple
etrade15321,base,9.50,25.43,25.43,,,,,"Paper towel dispensers",simple
etrade15322,base,11.92,29.08,29.08,,,,,"Paper towel dispensers",simple
etrade15323,base,9.71,25.54,25.54,,,,,"Paper towel dispensers",simple
etrade15324,base,8.72,22.43,22.43,,,,,"Ink cartridges",simple
etrade15325,base,1.11,14.06,14.06,,,,,"Book ends",simple
etrade15326,base,14.72,27.97,27.97,,,,,"Ink cartridges",simple
etrade15327,base,2.11,19.20,19.20,,,,,"Book ends",simple
etrade15328,base,11.80,28.84,28.84,,,,,"Paper towel dispensers",simple
etrade15329,base,11.61,51.68,51.68,,,,,"Toilet tissue",simple
etrade15330,base,10.62,68.68,68.68,,,,,"Toilet tissue",simple
etrade15331,base,13.42,50.49,50.49,,,,,"Paper towels",simple
etrade15332,base,8.03,28.68,28.68,,,,,"Paper towels",simple
etrade15333,base,13.13,48.22,48.22,,,,,"Paper towels",simple
etrade15334,base,18.82,63.15,63.15,,,,,"Paper towels",simple
etrade15335,base,9.81,59.72,59.72,,,,,"Paper towels",simple
etrade15336,base,9.81,59.72,59.72,,,,,"Paper towels",simple
etrade15337,base,9.50,52.81,52.81,,,,,"Paper towels",simple
etrade15338,base,19.64,90.13,90.13,,,,,"Specialty envelopes",simple
etrade15339,base,10000,10000,10000,,,,,"Window envelopes",simple
etrade15340,base,19.69,78.05,78.05,,,,,"Window envelopes",simple
etrade15341,base,18.75,74.36,74.36,,,,,"Specialty envelopes",simple
etrade15342,base,34.72,128.65,128.65,,,,,"Hanging folders or accessories",simple
etrade15343,base,35.74,132.45,132.45,,,,,"Hanging folders or accessories",simple
etrade15344,base,2.59,19.40,19.40,,,,,"Laminator pouches",simple
etrade15345,base,4.08,30.32,30.32,,,,,"Laminator pouches",simple
etrade15346,base,7.99,90.95,90.95,,,,,"Laminator pouches",simple
etrade15347,base,14.24,120.05,120.05,,,,,"Laminator pouches",simple
etrade15348,base,16.33,90.78,90.78,,,,,"Display board",simple
etrade15349,base,11.61,65.28,65.28,,,,,"Paper pads or notebooks",simple
etrade15350,base,6.14,39.23,39.23,,,,,"Paper pads or notebooks",simple
etrade15351,base,13.52,69.18,69.18,,,,,"Paper pads or notebooks",simple
etrade15352,base,8.31,65.28,65.28,,,,,"Exercise books",simple
etrade15353,base,7.28,44.34,44.34,,,,,"Paper pads or notebooks",simple
etrade15354,base,4.21,39.23,39.23,,,,,"Exercise books",simple
etrade15355,base,16.11,68.60,68.60,,,,,"Paper pads or notebooks",simple
etrade15356,base,9.25,41.33,41.33,,,,,"Paper pads or notebooks",simple
etrade15357,base,7.04,45.39,45.39,,,,,"Paper pads or notebooks",simple
etrade15358,base,15.47,117.00,117.00,,,,,"Printer or copier paper",simple
etrade15359,base,2.31,10.39,10.39,,,,,Markers,simple
etrade15360,base,2.54,20.19,20.19,,,,,Markers,simple
etrade15361,base,1.33,17.46,17.46,,,,,"Ball point pens",simple
etrade15362,base,1.33,17.46,17.46,,,,,"Ball point pens",simple
etrade15363,base,0.97,7.44,7.44,,,,,"Ball point pens",simple
etrade15364,base,0.94,7.44,7.44,,,,,"Ball point pens",simple
etrade15365,base,2.22,27.16,27.16,,,,,"Ball point pens",simple
etrade15366,base,2.22,27.16,27.16,,,,,"Ball point pens",simple
etrade15367,base,1.84,5.62,5.62,,,,,"Wooden pencils",simple
etrade15368,base,5.23,30.08,30.08,,,,,"Binding tape",simple
etrade15369,base,1.50,8.55,8.55,,,,,"Cloth tape",simple
etrade15370,base,18.38,87.20,87.20,,,,,"Display board",simple
etrade15371,base,6.28,31.84,31.84,,,,,"Lever arch file",simple
etrade15372,base,2.55,15.55,15.55,,,,,"File pockets or accessories",simple
etrade15373,base,2.96,15.55,15.55,,,,,"File pockets or accessories",simple
etrade15374,base,2.07,18.10,18.10,,,,,"Message holders or dispensers",simple
etrade15375,base,6.41,16.25,16.25,,,,,"File storage boxes or organizers",simple
etrade15376,base,3.70,12.79,12.79,,,,,"File storage boxes or organizers",simple
etrade15377,base,6.33,23.31,23.31,,,,,"Glue dispensers or refills",simple
etrade15378,base,9.42,30.71,30.71,,,,,"Glue dispensers or refills",simple
etrade15379,base,6.33,23.31,23.31,,,,,"Glue dispensers or refills",simple
etrade15380,base,2.04,3.93,3.93,,,,,"Domestic drinking glasses",simple
etrade15381,base,24.69,55.35,55.35,,,,,Toner,simple
etrade15382,base,41.29,92.94,92.94,,,,,Toner,simple
etrade15383,base,23.22,48.54,48.54,,,,,Toner,simple
etrade15384,base,43.34,103.10,103.10,,,,,Toner,simple
etrade15385,base,21.84,55.68,55.68,,,,,Toner,simple
etrade15386,base,25.14,59.05,59.05,,,,,Toner,simple
etrade15387,base,21.23,38.71,38.71,,,,,Toner,simple
etrade15388,base,24.51,45.01,45.01,,,,,Toner,simple
etrade15389,base,24.51,41.15,41.15,,,,,Toner,simple
etrade15390,base,24.51,41.15,41.15,,,,,Toner,simple
etrade15391,base,24.51,41.15,41.15,,,,,Toner,simple
etrade15392,base,44.87,98.35,98.35,,,,,Toner,simple
etrade15393,base,15.59,28.72,28.72,,,,,Toner,simple
etrade15394,base,29.31,74.21,74.21,,,,,Toner,simple
etrade15395,base,29.13,69.70,69.70,,,,,Toner,simple
etrade15396,base,29.13,69.70,69.70,,,,,Toner,simple
etrade15397,base,29.13,69.70,69.70,,,,,Toner,simple
etrade15398,base,38.00,69.72,69.72,,,,,Toner,simple
etrade15399,base,18.64,50.83,50.83,,,,,Toner,simple
etrade15400,base,8.77,19.57,19.57,,,,,"Ink cartridges",simple
etrade15401,base,11.26,24.31,24.31,,,,,"Ink cartridges",simple
etrade15402,base,6.51,30.49,30.49,,,,,"Ink cartridges",simple
etrade15403,base,6.51,30.49,30.49,,,,,"Ink cartridges",simple
etrade15404,base,6.51,30.49,30.49,,,,,"Ink cartridges",simple
etrade15405,base,3.52,6.89,6.89,,,,,"Ink cartridges",simple
etrade15406,base,3.56,7.25,7.25,,,,,"Ink cartridges",simple
etrade15407,base,3.56,7.25,7.25,,,,,"Ink cartridges",simple
etrade15408,base,10.51,19.57,19.57,,,,,"Ink cartridges",simple
etrade15409,base,13.68,27.55,27.55,,,,,"Ink cartridges",simple
etrade15410,base,19.93,56.20,56.20,,,,,"Ink cartridges",simple
etrade15411,base,10.35,21.13,21.13,,,,,"Ink cartridges",simple
etrade15412,base,14.02,26.64,26.64,,,,,"Ink cartridges",simple
etrade15413,base,11.68,19.87,19.87,,,,,"Ink cartridges",simple
etrade15414,base,7.09,10.13,10.13,,,,,"Ink cartridges",simple
etrade15415,base,12.26,18.87,18.87,,,,,"Ink cartridges",simple
etrade15416,base,6.14,10.17,10.17,,,,,"Ink cartridges",simple
etrade15417,base,6.67,11.66,11.66,,,,,"Ink cartridges",simple
etrade15418,base,35.69,151.51,151.51,,,,,Toner,simple
etrade15419,base,24.53,44.93,44.93,,,,,Toner,simple
etrade15420,base,32.79,76.96,76.96,,,,,Toner,simple
etrade15421,base,35.69,151.51,151.51,,,,,Toner,simple
etrade15422,base,35.69,151.51,151.51,,,,,Toner,simple
etrade15423,base,12.32,21.54,21.54,,,,,"Ink cartridges",simple
etrade15424,base,48.92,153.20,153.20,,,,,Toner,simple
etrade15425,base,48.92,153.20,153.20,,,,,Toner,simple
etrade15426,base,48.92,153.20,153.20,,,,,Toner,simple
etrade15427,base,6.43,13.17,13.17,,,,,"Ink cartridges",simple
etrade15428,base,3.56,7.25,7.25,,,,,"Ink cartridges",simple
etrade15429,base,0.95,6.49,6.49,,,,,Dividers,simple
etrade15430,base,1.80,15.04,15.04,,,,,Dividers,simple
etrade15431,base,2.57,23.69,23.69,,,,,Dividers,simple
etrade15432,base,3.40,27.19,27.19,,,,,Dividers,simple
etrade15433,base,4.95,41.61,41.61,,,,,Dividers,simple
etrade15434,base,2.47,21.63,21.63,,,,,Dividers,simple
etrade15435,base,3.06,35.54,35.54,,,,,Dividers,simple
etrade15436,base,1.55,13.80,13.80,,,,,Dividers,simple
etrade15437,base,2.39,23.48,23.48,,,,,Dividers,simple
etrade15438,base,3.15,5.96,5.96,,,,,"Ink cartridges",simple
etrade15439,base,2.81,5.58,5.58,,,,,"Ink cartridges",simple
etrade15440,base,2.81,5.58,5.58,,,,,"Ink cartridges",simple
etrade15441,base,2.81,5.58,5.58,,,,,"Ink cartridges",simple
etrade15442,base,10.33,22.25,22.25,,,,,"Ink cartridges",simple
etrade15443,base,13.71,28.18,28.18,,,,,Toner,simple
etrade15444,base,26.76,85.05,85.05,,,,,Toner,simple
etrade15445,base,20.60,36.34,36.34,,,,,Toner,simple
etrade15446,base,19.14,33.75,33.75,,,,,Toner,simple
etrade15447,base,19.14,33.75,33.75,,,,,Toner,simple
etrade15448,base,19.14,33.75,33.75,,,,,Toner,simple
etrade15449,base,1.35,16.47,16.47,,,,,"Correction fluid",simple
etrade15450,base,6.29,37.73,37.73,,,,,"Correction film or tape",simple
etrade15451,base,1.81,8.12,8.12,,,,,Rulers,simple
