sku,websites,cost,price,msrp,special_price,special_from_date,special_to_date,tier_price,attribute_set_name,type_id
etrade1,base,33.11,76.20,76.20,,,,,"Badges or badge holders",simple
etrade2,base,4.69,23.89,23.89,,,,,"Laminator pouches",simple
etrade3,base,7.66,17.05,17.05,,,,,"Ball point pens",simple
etrade4,base,7.51,17.05,17.05,,,,,"Ball point pens",simple
etrade5,base,3.84,8.34,8.34,,,,,"Book ends",simple
etrade6,base,2.03,5.05,5.05,,,,,"Middle School math kits",simple
etrade7,base,9.25,20.65,20.65,,,,,Dividers,simple
etrade8,base,1.19,2.64,2.64,,,,,"Tab indexes",simple
etrade9,base,0.79,2.17,2.17,,,,,"Tab indexes",simple
etrade10,base,1.18,3.09,3.09,,,,,"Tab indexes",simple
etrade11,base,1.41,3.71,3.71,,,,,"Tab indexes",simple
etrade12,base,1.70,4.53,4.53,,,,,"Tab indexes",simple
etrade13,base,2.06,5.44,5.44,,,,,"Tab indexes",simple
etrade14,base,3.04,7.97,7.97,,,,,"Tab indexes",simple
etrade15,base,1.95,5.06,5.06,,,,,"Tab indexes",simple
etrade16,base,1.41,3.71,3.71,,,,,"Tab indexes",simple
etrade17,base,2.26,5.69,5.69,,,,,"Tab indexes",simple
etrade18,base,1.21,3.22,3.22,,,,,"Tab indexes",simple
etrade19,base,0.39,1.03,1.03,,,,,Dividers,simple
etrade20,base,0.83,2.54,2.54,,,,,Dividers,simple
etrade21,base,1.27,3.55,3.55,,,,,Dividers,simple
etrade22,base,2.00,6.26,6.26,,,,,Dividers,simple
etrade23,base,0.15,0.57,0.57,,,,,Dividers,simple
etrade24,base,0.23,1.07,1.07,,,,,Dividers,simple
etrade25,base,2.80,6.58,6.58,,,,,"Tab indexes",simple
etrade26,base,2.82,7.70,7.70,,,,,"Address books or refills",simple
etrade27,base,7.81,22.97,22.97,,,,,"Correction fluid",simple
etrade28,base,10000,10000,10000,,,,,"Desktop calculator",simple
etrade29,base,1.45,4.61,4.61,,,,,"Ink or stamp pads",simple
etrade30,base,1.45,4.61,4.61,,,,,"Ink or stamp pads",simple
etrade31,base,20.21,51.95,51.95,,,,,"Rubber stamping stamps",simple
etrade32,base,26.50,69.49,69.49,,,,,"Rubber stamping stamps",simple
etrade33,base,5.51,18.42,18.42,,,,,"Rubber stamping stamps",simple
etrade34,base,7.07,18.42,18.42,,,,,"Rubber stamping stamps",simple
etrade35,base,10000,10000,10000,,,,,"Ink or stamp pads",simple
etrade36,base,4.66,10.76,10.76,,,,,"Ink or stamp pads",simple
etrade37,base,31.01,56.14,56.14,,,,,Toner,simple
etrade38,base,25.06,37.60,37.60,,,,,Dividers,simple
etrade39,base,10000,10000,10000,,,,,Toner,simple
etrade40,base,16.79,42.75,42.75,,,,,Dividers,simple
etrade41,base,12.60,30.36,30.36,,,,,"Rollerball pens",simple
etrade42,base,13.36,32.52,32.52,,,,,"Rollerball pens",simple
etrade43,base,8.22,20.28,20.28,,,,,"Ball point pens",simple
etrade44,base,8.22,20.28,20.28,,,,,"Ball point pens",simple
etrade45,base,8.22,20.28,20.28,,,,,"Ball point pens",simple
etrade46,base,8.57,19.32,19.32,,,,,"Rollerball pens",simple
etrade47,base,9.23,21.72,21.72,,,,,"Rollerball pens",simple
etrade48,base,12.60,30.36,30.36,,,,,"Rollerball pens",simple
etrade49,base,7.67,27.91,27.91,,,,,"Calculator or cash register paper",simple
etrade50,base,8.46,59.97,59.97,,,,,"Calculator or cash register paper",simple
etrade51,base,39.70,87.41,87.41,,,,,"Calculator or cash register paper",simple
etrade52,base,22.22,53.71,53.71,,,,,"Ring binder",simple
etrade53,base,22.22,53.71,53.71,,,,,"Ring binder",simple
etrade54,base,22.22,53.71,53.71,,,,,"Ring binder",simple
etrade55,base,3.72,11.76,11.76,,,,,"Binding tape",simple
etrade56,base,5.31,16.76,16.76,,,,,"Adhesive tape spindles",simple
etrade57,base,2.97,8.53,8.53,,,,,Markers,simple
etrade58,base,18.30,38.85,38.85,,,,,"Address books or refills",simple
etrade59,base,10000,10000,10000,,,,,"Business card holders",simple
etrade60,base,10000,10000,10000,,,,,"Business card holders",simple
etrade61,base,13.34,32.06,32.06,,,,,"Address books or refills",simple
etrade62,base,3.79,10.14,10.14,,,,,"Reference books",simple
etrade63,base,6.33,14.50,14.50,,,,,"Reference books",simple
etrade64,base,6.33,14.50,14.50,,,,,"Paper pads or notebooks",simple
etrade65,base,4.48,8.78,8.78,,,,,"Paper pads or notebooks",simple
etrade68,base,10.86,23.34,23.34,,,,,"Graph paper",simple
etrade69,base,6.53,11.69,11.69,,,,,"Graph paper",simple
etrade70,base,10000,10000,10000,,,,,"Filing cabinets or accesories",simple
etrade71,base,3.47,10.36,10.36,,,,,"Business card holders",simple
etrade72,base,10000,10000,10000,,,,,Toner,simple
etrade73,base,45.32,85.67,85.67,,,,,"Box file",simple
etrade74,base,45.32,85.67,85.67,,,,,"Box file",simple
etrade75,base,10000,10000,10000,,,,,Toner,simple
etrade76,base,51.36,92.91,92.91,,,,,"Lever arch file",simple
etrade77,base,51.36,92.91,92.91,,,,,"Lever arch file",simple
etrade78,base,51.36,92.91,92.91,,,,,"Lever arch file",simple
etrade79,base,51.36,92.91,92.91,,,,,"Lever arch file",simple
etrade80,base,51.36,92.91,92.91,,,,,"Lever arch file",simple
etrade81,base,42.36,82.73,82.73,,,,,"Lever arch file",simple
etrade82,base,42.36,82.73,82.73,,,,,"Lever arch file",simple
etrade83,base,42.04,82.10,82.10,,,,,"Lever arch file",simple
etrade84,base,42.15,82.10,82.10,,,,,"Lever arch file",simple
etrade85,base,64.60,133.44,133.44,,,,,"Lever arch file",simple
etrade86,base,51.36,92.91,92.91,,,,,"Lever arch file",simple
etrade87,base,51.36,92.91,92.91,,,,,"Lever arch file",simple
etrade88,base,56.91,96.99,96.99,,,,,"Ring binder",simple
etrade89,base,21.47,90.86,90.86,,,,,Binders,simple
etrade90,base,23.94,101.82,101.82,,,,,"Ring binder",simple
etrade91,base,36.16,136.26,136.26,,,,,Binders,simple
etrade92,base,32.22,120.58,120.58,,,,,Binders,simple
etrade93,base,28.69,91.76,91.76,,,,,Binders,simple
etrade94,base,12.61,40.20,40.20,,,,,"Ring binder",simple
etrade95,base,12.61,40.20,40.20,,,,,"Ring binder",simple
etrade96,base,12.61,40.20,40.20,,,,,"Ring binder",simple
etrade97,base,12.61,40.20,40.20,,,,,"Ring binder",simple
etrade98,base,12.61,40.20,40.20,,,,,"Ring binder",simple
etrade99,base,10000,10000,10000,,,,,"Ring binder",simple
etrade100,base,10000,10000,10000,,,,,"Ring binder",simple
etrade101,base,2.08,3.82,3.82,,,,,"Ring binder",simple
etrade102,base,28.92,80.70,80.70,,,,,"Lever arch file",simple
etrade103,base,11.29,29.60,29.60,,,,,"Document holder",simple
etrade104,base,28.92,80.70,80.70,,,,,"Lever arch file",simple
etrade105,base,15.21,39.89,39.89,,,,,"File pockets or accessories",simple
etrade106,base,10000,10000,10000,,,,,"Lever arch file",simple
etrade107,base,13.26,24.26,24.26,,,,,"File pockets or accessories",simple
etrade108,base,9.53,24.26,24.26,,,,,"File pockets or accessories",simple
etrade109,base,36.20,62.14,62.14,,,,,"Ink cartridges",simple
etrade110,base,87.23,155.46,155.46,,,,,"Ink cartridges",simple
etrade111,base,87.43,157.65,157.65,,,,,"Ink cartridges",simple
etrade112,base,89.13,157.65,157.65,,,,,"Ink cartridges",simple
etrade113,base,95.10,157.65,157.65,,,,,"Ink cartridges",simple
etrade114,base,92.45,174.90,174.90,,,,,"Print heads",simple
etrade115,base,92.45,175.24,175.24,,,,,"Print heads",simple
etrade116,base,17.40,29.66,29.66,,,,,"Literature rack",simple
etrade117,base,92.45,175.24,175.24,,,,,"Print heads",simple
etrade118,base,92.45,175.24,175.24,,,,,"Print heads",simple
etrade119,base,7.81,29.30,29.30,,,,,"Binding spines or snaps",simple
etrade120,base,7.81,29.30,29.30,,,,,"Binding spines or snaps",simple
etrade121,base,7.81,29.30,29.30,,,,,"Binding spines or snaps",simple
etrade122,base,7.81,29.30,29.30,,,,,"Binding spines or snaps",simple
etrade123,base,17.05,33.56,33.56,,,,,"Literature rack",simple
etrade124,base,24.71,71.51,71.51,,,,,Binders,simple
etrade125,base,24.71,71.51,71.51,,,,,Binders,simple
etrade126,base,24.71,71.51,71.51,,,,,Binders,simple
etrade127,base,24.71,71.51,71.51,,,,,Binders,simple
etrade128,base,7.81,29.30,29.30,,,,,"Binding spines or snaps",simple
etrade129,base,17.05,33.56,33.56,,,,,"Literature rack",simple
etrade130,base,25.58,45.92,45.92,,,,,"Ink cartridges",simple
etrade131,base,17.81,35.10,35.10,,,,,Folders,simple
etrade132,base,20.59,35.10,35.10,,,,,Folders,simple
etrade133,base,20.21,39.45,39.45,,,,,"File pockets or accessories",simple
etrade134,base,10000,10000,10000,,,,,"File pockets or accessories",simple
etrade135,base,51.36,92.91,92.91,,,,,"Lever arch file",simple
etrade136,base,38.00,64.98,64.98,,,,,"Ink cartridges",simple
etrade137,base,57.14,100.37,100.37,,,,,Folders,simple
etrade138,base,57.14,100.37,100.37,,,,,"Box file",simple
etrade139,base,57.14,100.37,100.37,,,,,"Box file",simple
etrade140,base,10000,10000,10000,,,,,"Box file",simple
etrade141,base,10000,10000,10000,,,,,"Box file",simple
etrade142,base,16.82,26.39,26.39,,,,,"Printer or copier paper",simple
etrade143,base,12.22,29.45,29.45,,,,,"Fountain pen ink refill",simple
etrade144,base,10000,10000,10000,,,,,"Blotter paper",simple
etrade145,base,10000,10000,10000,,,,,"Blotter paper",simple
etrade146,base,10000,10000,10000,,,,,"Blotter paper",simple
etrade147,base,10000,10000,10000,,,,,"Blotter paper",simple
etrade148,base,14.18,20.90,20.90,,,,,"Printer or copier paper",simple
etrade149,base,16.47,24.20,24.20,,,,,"Printer or copier paper",simple
etrade150,base,92.75,158.12,158.12,,,,,Toner,simple
etrade151,base,14.33,40.71,40.71,,,,,"Specialty envelopes",simple
etrade152,base,14.09,40.71,40.71,,,,,"Specialty envelopes",simple
etrade153,base,24.77,70.43,70.43,,,,,"Specialty envelopes",simple
etrade154,base,25.26,71.84,71.84,,,,,"Specialty envelopes",simple
etrade155,base,35.63,98.41,98.41,,,,,"Specialty envelopes",simple
etrade156,base,21.62,72.67,72.67,,,,,"Specialty envelopes",simple
etrade157,base,25.56,72.67,72.67,,,,,"Specialty envelopes",simple
etrade158,base,3.28,6.73,6.73,,,,,Folders,simple
etrade159,base,3.28,6.73,6.73,,,,,Folders,simple
etrade160,base,2.29,6.73,6.73,,,,,Folders,simple
etrade161,base,3.28,6.73,6.73,,,,,Folders,simple
etrade162,base,22.85,46.22,46.22,,,,,"Ring binder",simple
etrade163,base,22.85,46.22,46.22,,,,,"Ring binder",simple
etrade164,base,22.85,46.22,46.22,,,,,"Ring binder",simple
etrade165,base,22.85,46.22,46.22,,,,,"Ring binder",simple
etrade166,base,22.40,45.29,45.29,,,,,Folders,simple
etrade167,base,3.28,6.73,6.73,,,,,Folders,simple
etrade168,base,3.28,6.73,6.73,,,,,Folders,simple
etrade169,base,3.28,6.73,6.73,,,,,Folders,simple
etrade170,base,3.28,6.73,6.73,,,,,Folders,simple
etrade171,base,3.28,6.73,6.73,,,,,Folders,simple
etrade172,base,2.65,5.40,5.40,,,,,Folders,simple
etrade173,base,10000,10000,10000,,,,,"Document holder",simple
etrade174,base,16.99,34.37,34.37,,,,,"Multipurpose business book",simple
etrade175,base,18.96,42.07,42.07,,,,,"Multipurpose business book",simple
etrade176,base,136.01,239.60,239.60,,,,,Toner,simple
etrade177,base,23.13,49.20,49.20,,,,,"Multipurpose business book",simple
etrade178,base,22.85,46.22,46.22,,,,,"Ring binder",simple
etrade179,base,22.85,46.22,46.22,,,,,"Ring binder",simple
etrade180,base,22.85,46.22,46.22,,,,,"Ring binder",simple
etrade181,base,19.23,38.83,38.83,,,,,"Ring binder",simple
etrade182,base,51.23,87.96,87.96,,,,,Toner,simple
etrade183,base,22.33,45.15,45.15,,,,,"Ring binder",simple
etrade184,base,91.05,160.96,160.96,,,,,Toner,simple
etrade185,base,22.40,45.29,45.29,,,,,Folders,simple
etrade186,base,3.92,7.85,7.85,,,,,"Rollerball pens",simple
etrade187,base,8.14,16.48,16.48,,,,,Folders,simple
etrade188,base,10000,10000,10000,,,,,Folders,simple
etrade189,base,10000,10000,10000,,,,,"Rollerball pens",simple
etrade190,base,27.32,55.22,55.22,,,,,"Hanging folders or accessories",simple
etrade191,base,4.78,9.64,9.64,,,,,"Hanging folders or accessories",simple
etrade192,base,7.74,22.15,22.15,,,,,"Felt pen",simple
etrade193,base,9.23,24.84,24.84,,,,,"Rollerball pens",simple
etrade194,base,9.23,24.84,24.84,,,,,"Rollerball pens",simple
etrade195,base,9.29,29.88,29.88,,,,,"Rollerball pens",simple
etrade196,base,11.13,29.88,29.88,,,,,"Rollerball pens",simple
etrade197,base,9.29,29.88,29.88,,,,,"Rollerball pens",simple
etrade198,base,7.15,22.15,22.15,,,,,"Felt pen",simple
etrade199,base,10000,10000,10000,,,,,"Felt pen",simple
etrade200,base,11.13,29.88,29.88,,,,,"Rollerball pens",simple
etrade201,base,12.25,29.45,29.45,,,,,"Fountain pen ink refill",simple
etrade202,base,6.70,18.09,18.09,,,,,"Felt pen",simple
etrade203,base,7.35,23.64,23.64,,,,,"Rollerball pens",simple
etrade204,base,8.65,23.64,23.64,,,,,"Rollerball pens",simple
etrade205,base,10.08,27.72,27.72,,,,,"Rollerball pens",simple
etrade206,base,6.26,10.25,10.25,,,,,"Fountain pens",simple
etrade207,base,5.84,18.09,18.09,,,,,"Felt pen",simple
etrade208,base,10.25,27.72,27.72,,,,,"Rollerball pens",simple
etrade209,base,6.20,18.09,18.09,,,,,"Felt pen",simple
etrade210,base,10000,10000,10000,,,,,"Felt pen",simple
etrade211,base,5.84,18.09,18.09,,,,,"Felt pen",simple
etrade212,base,6.70,18.09,18.09,,,,,"Felt pen",simple
etrade213,base,6.70,18.09,18.09,,,,,"Felt pen",simple
etrade214,base,6.66,14.00,14.00,,,,,"Ball point pens",simple
etrade215,base,5.03,11.07,11.07,,,,,"Ball point pens",simple
etrade216,base,2.84,7.71,7.71,,,,,"Paper pads or notebooks",simple
etrade217,base,5.02,17.62,17.62,,,,,"Desk pads or its accessories",simple
etrade218,base,9.82,55.81,55.81,,,,,"Bubble wrap",simple
etrade219,base,7.61,16.37,16.37,,,,,"Hanging folders or accessories",simple
etrade220,base,23.69,54.90,54.90,,,,,"Hanging folders or accessories",simple
etrade221,base,5.25,12.12,12.12,,,,,"Felt pen",simple
etrade222,base,10000,10000,10000,,,,,"Felt pen",simple
etrade223,base,12.71,29.45,29.45,,,,,"Fountain pen ink refill",simple
etrade224,base,10.03,23.53,23.53,,,,,Markers,simple
etrade225,base,12.25,29.45,29.45,,,,,"Fountain pen ink refill",simple
etrade226,base,11.19,25.27,25.27,,,,,"Non metallic bins",simple
etrade227,base,10.82,27.99,27.99,,,,,"Non metallic bins",simple
etrade228,base,18.98,33.71,33.71,,,,,"Waste containers or rigid liners",simple
etrade229,base,18.59,32.99,32.99,,,,,"Fluorescent lamps",simple
etrade230,base,6.58,17.40,17.40,,,,,"Felt pen",simple
etrade231,base,7.73,17.40,17.40,,,,,"Felt pen",simple
etrade232,base,1.28,2.54,2.54,,,,,Sponges,simple
etrade233,base,16.85,34.31,34.31,,,,,"Metallic bins",simple
etrade234,base,16.29,33.11,33.11,,,,,"Metallic bins",simple
etrade235,base,16.29,33.11,33.11,,,,,"Metallic bins",simple
etrade236,base,29.61,60.13,60.13,,,,,"Umbrella holders or stands",simple
etrade237,base,29.61,60.13,60.13,,,,,"Umbrella holders or stands",simple
etrade238,base,11.19,23.16,23.16,,,,,"Mechanical pencils",simple
etrade239,base,5.09,15.50,15.50,,,,,Highlighters,simple
etrade240,base,5.18,15.50,15.50,,,,,Highlighters,simple
etrade241,base,5.31,15.50,15.50,,,,,Highlighters,simple
etrade242,base,5.18,15.50,15.50,,,,,Highlighters,simple
etrade243,base,5.31,15.50,15.50,,,,,Highlighters,simple
etrade244,base,5.31,15.50,15.50,,,,,Highlighters,simple
etrade245,base,28.48,68.10,68.10,,,,,"Mechanical pencils",simple
etrade246,base,28.48,68.10,68.10,,,,,"Mechanical pencils",simple
etrade247,base,26.98,68.10,68.10,,,,,"Mechanical pencils",simple
etrade248,base,13.62,24.70,24.70,,,,,"Lead refills",simple
etrade249,base,4.21,16.70,16.70,,,,,"Lead refills",simple
etrade250,base,4.88,13.50,13.50,,,,,"Lead refills",simple
etrade251,base,5.48,13.50,13.50,,,,,"Lead refills",simple
etrade252,base,10.86,50.26,50.26,,,,,"Domestic coffee makers",simple
etrade253,base,21.67,49.90,49.90,,,,,Markers,simple
etrade254,base,6.86,26.00,26.00,,,,,Markers,simple
etrade255,base,8.25,26.00,26.00,,,,,Markers,simple
etrade256,base,8.25,26.00,26.00,,,,,Markers,simple
etrade257,base,8.25,26.00,26.00,,,,,Markers,simple
etrade258,base,6.88,17.00,17.00,,,,,"Felt pen",simple
etrade259,base,8.17,17.00,17.00,,,,,"Felt pen",simple
etrade260,base,8.17,17.00,17.00,,,,,"Felt pen",simple
etrade261,base,8.17,17.00,17.00,,,,,"Felt pen",simple
etrade262,base,9.99,21.59,21.59,,,,,"Desktop trays or organizers",simple
etrade263,base,9.99,21.59,21.59,,,,,"Desktop trays or organizers",simple
etrade264,base,10.19,19.37,19.37,,,,,"Desktop trays or organizers",simple
etrade265,base,10.19,19.37,19.37,,,,,"Desktop trays or organizers",simple
etrade266,base,10.93,21.59,21.59,,,,,"Desktop trays or organizers",simple
etrade267,base,10.93,21.59,21.59,,,,,"Desktop trays or organizers",simple
etrade268,base,5.69,22.56,22.56,,,,,"Rollerball pens",simple
etrade269,base,6.82,22.56,22.56,,,,,"Rollerball pens",simple
etrade270,base,6.82,22.56,22.56,,,,,"Felt pen",simple
etrade271,base,15.14,33.96,33.96,,,,,"Fountain pens",simple
etrade272,base,5.57,14.16,14.16,,,,,"Felt pen",simple
etrade273,base,4.99,14.16,14.16,,,,,"Felt pen",simple
etrade274,base,4.99,14.16,14.16,,,,,"Felt pen",simple
etrade275,base,5.75,14.16,14.16,,,,,"Felt pen",simple
etrade276,base,2.95,6.34,6.34,,,,,"Felt pen",simple
etrade277,base,2.95,6.34,6.34,,,,,"Felt pen",simple
etrade278,base,10.15,23.17,23.17,,,,,Clipboards,simple
etrade279,base,10000,10000,10000,,,,,"Ball point pens",simple
etrade280,base,10000,10000,10000,,,,,"Ballpoint pen ink refill",simple
etrade281,base,8.63,26.00,26.00,,,,,Markers,simple
etrade282,base,4.96,16.70,16.70,,,,,"Lead refills",simple
etrade283,base,4.96,16.70,16.70,,,,,"Lead refills",simple
etrade284,base,4.96,16.70,16.70,,,,,"Lead refills",simple
etrade285,base,5.09,13.50,13.50,,,,,"Lead refills",simple
etrade286,base,9.81,22.66,22.66,,,,,Erasers,simple
etrade287,base,2.89,6.61,6.61,,,,,"Wooden pencils",simple
etrade288,base,2.89,6.61,6.61,,,,,"Wooden pencils",simple
etrade289,base,2.89,6.61,6.61,,,,,"Wooden pencils",simple
etrade290,base,4.81,23.11,23.11,,,,,"Literature rack",simple
etrade291,base,2.14,12.61,12.61,,,,,"Literature rack",simple
etrade292,base,2.14,12.61,12.61,,,,,"Literature rack",simple
etrade293,base,2.46,14.97,14.97,,,,,"Literature rack",simple
etrade294,base,1.81,8.72,8.72,,,,,"Literature rack",simple
etrade295,base,2.83,13.66,13.66,,,,,"Literature rack",simple
etrade296,base,2.32,13.66,13.66,,,,,"Sign holders or stands",simple
etrade297,base,1.70,8.14,8.14,,,,,"Literature rack",simple
etrade298,base,3.16,9.19,9.19,,,,,"Literature rack",simple
etrade299,base,2.72,7.94,7.94,,,,,"Literature rack",simple
etrade300,base,6.94,20.23,20.23,,,,,"Literature rack",simple
etrade301,base,60.74,154.44,154.44,,,,,"Literature rack",simple
etrade302,base,10000,10000,10000,,,,,"Literature rack",simple
etrade303,base,7.09,18.42,18.42,,,,,Crayons,simple
etrade304,base,7.56,18.42,18.42,,,,,Markers,simple
etrade305,base,1.25,6.04,6.04,,,,,"Literature rack",simple
etrade306,base,1.72,9.46,9.46,,,,,"Literature rack",simple
etrade307,base,7.56,18.42,18.42,,,,,Markers,simple
etrade308,base,7.09,18.42,18.42,,,,,Markers,simple
etrade309,base,7.56,18.42,18.42,,,,,Markers,simple
etrade310,base,2.21,10.77,10.77,,,,,"Literature rack",simple
etrade311,base,0.40,1.89,1.89,,,,,"Business card holders",simple
etrade312,base,6.54,23.74,23.74,,,,,"Literature rack",simple
etrade313,base,5.92,28.37,28.37,,,,,"Literature rack",simple
etrade314,base,7.70,32.03,32.03,,,,,"Literature rack",simple
etrade315,base,2.50,7.30,7.30,,,,,"Literature rack",simple
etrade316,base,3.43,10.04,10.04,,,,,"Literature rack",simple
etrade317,base,3.48,12.34,12.34,,,,,"Literature rack",simple
etrade318,base,2.60,9.46,9.46,,,,,"Business card holders",simple
etrade319,base,10000,10000,10000,,,,,"Literature rack",simple
etrade320,base,3.10,7.32,7.32,,,,,"Mechanical pencils",simple
etrade321,base,15.44,28.56,28.56,,,,,Erasers,simple
etrade322,base,1.19,2.65,2.65,,,,,"Tab indexes",simple
etrade323,base,28.77,56.12,56.12,,,,,"Document holder",simple
etrade324,base,10000,10000,10000,,,,,"Document holder",simple
etrade325,base,14.28,53.80,53.80,,,,,"Ring binder",simple
etrade326,base,14.28,53.80,53.80,,,,,"Ring binder",simple
etrade327,base,14.28,53.80,53.80,,,,,"Ring binder",simple
etrade328,base,11.04,53.80,53.80,,,,,"Ring binder",simple
etrade329,base,19.04,56.18,56.18,,,,,"Ring binder",simple
etrade330,base,19.04,56.18,56.18,,,,,"Ring binder",simple
etrade331,base,19.04,56.18,56.18,,,,,"Ring binder",simple
etrade332,base,10000,10000,10000,,,,,"Lever arch file",simple
etrade333,base,10000,10000,10000,,,,,"Lever arch file",simple
etrade334,base,26.82,80.42,80.42,,,,,"Lever arch file",simple
etrade335,base,10000,10000,10000,,,,,"Lever arch file",simple
etrade336,base,7.93,16.43,16.43,,,,,"File pockets or accessories",simple
etrade337,base,5.24,11.38,11.38,,,,,Folders,simple
etrade338,base,6.09,13.36,13.36,,,,,Markers,simple
etrade339,base,6.09,13.36,13.36,,,,,Markers,simple
etrade340,base,6.09,13.36,13.36,,,,,Markers,simple
etrade341,base,4.51,9.95,9.95,,,,,Markers,simple
etrade342,base,13.33,29.44,29.44,,,,,Markers,simple
etrade343,base,13.33,29.44,29.44,,,,,Markers,simple
etrade344,base,13.33,29.44,29.44,,,,,Markers,simple
etrade345,base,23.14,41.09,41.09,,,,,"Rotary or business card files",simple
etrade346,base,23.14,41.09,41.09,,,,,"Rotary or business card files",simple
etrade347,base,3.82,6.78,6.78,,,,,"Business cards",simple
etrade348,base,1.10,4.58,4.58,,,,,"Stencils or lettering aids",simple
etrade349,base,10000,10000,10000,,,,,Markers,simple
etrade350,base,10.49,18.64,18.64,,,,,"Self adhesive labels",simple
etrade351,base,7.41,20.06,20.06,,,,,Water,simple
etrade352,base,5.68,11.33,11.33,,,,,"Business card holders",simple
etrade353,base,7.70,15.32,15.32,,,,,"Business card holders",simple
etrade354,base,10.41,20.63,20.63,,,,,"Business card holders",simple
etrade355,base,12.20,24.24,24.24,,,,,"Filing cabinets or accesories",simple
etrade356,base,13.52,26.83,26.83,,,,,"Business card holders",simple
etrade357,base,6.04,17.15,17.15,,,,,Water,simple
etrade358,base,20.25,40.20,40.20,,,,,"Business card holders",simple
etrade359,base,21.66,42.83,42.83,,,,,"Document holder",simple
etrade360,base,5.90,16.25,16.25,,,,,Water,simple
etrade361,base,36.00,78.50,78.50,,,,,"Cleaning solutions for office equipment",simple
etrade362,base,8.35,24.98,24.98,,,,,"File pockets or accessories",simple
etrade363,base,8.50,24.98,24.98,,,,,"File pockets or accessories",simple
etrade364,base,10000,10000,10000,,,,,"File pockets or accessories",simple
etrade365,base,2.44,5.73,5.73,,,,,"General purpose cleaning kits",simple
etrade366,base,6.19,10.63,10.63,,,,,"Cleaning cloths or wipes",simple
etrade367,base,6.88,9.59,9.59,,,,,"General purpose cleaning kits",simple
etrade368,base,1.27,3.41,3.41,,,,,"Dishwashing products",simple
etrade369,base,17.49,59.38,59.38,,,,,"Specialty envelopes",simple
etrade370,base,20.30,68.65,68.65,,,,,"Specialty envelopes",simple
etrade371,base,7.64,15.32,15.32,,,,,Erasers,simple
etrade372,base,11.98,28.68,28.68,,,,,"Non metallic bins",simple
etrade373,base,12.39,28.68,28.68,,,,,"Non metallic bins",simple
etrade374,base,12.39,28.68,28.68,,,,,"Non metallic bins",simple
etrade375,base,11.98,28.68,28.68,,,,,"Non metallic bins",simple
etrade376,base,10.86,22.91,22.91,,,,,"Non metallic bins",simple
etrade377,base,6.43,25.51,25.51,,,,,"Re usable adhesive",simple
etrade378,base,15.18,36.82,36.82,,,,,Glues,simple
etrade379,base,19.61,64.26,64.26,,,,,Glues,simple
etrade380,base,31.03,88.17,88.17,,,,,"Glue dispensers or refills",simple
etrade381,base,10.32,38.24,38.24,,,,,"Packaging tape",simple
etrade382,base,7.88,19.62,19.62,,,,,"Re usable adhesive",simple
etrade383,base,20.44,46.31,46.31,,,,,"Double sided tape",simple
etrade384,base,20.34,46.23,46.23,,,,,"Double sided tape",simple
etrade385,base,20.39,46.00,46.00,,,,,"Double sided tape",simple
etrade386,base,9.50,19.89,19.89,,,,,"Double sided tape",simple
etrade387,base,1.35,3.52,3.52,,,,,"Transparent tape",simple
etrade388,base,5.45,10.96,10.96,,,,,"Transparent tape",simple
etrade389,base,3.33,6.99,6.99,,,,,"Transparent tape",simple
etrade390,base,4.35,9.87,9.87,,,,,"Transparent tape",simple
etrade391,base,3.82,9.16,9.16,,,,,"Self adhesive note paper",simple
etrade392,base,7.12,19.27,19.27,,,,,"Self adhesive note paper",simple
etrade393,base,9.91,25.22,25.22,,,,,"Self adhesive note paper",simple
etrade394,base,43.62,93.72,93.72,,,,,"Correction film or tape",simple
etrade395,base,65.87,141.60,141.60,,,,,"Correction film or tape",simple
etrade396,base,45.51,97.68,97.68,,,,,"Correction film or tape",simple
etrade397,base,1.57,6.09,6.09,,,,,"Desktop trays or organizers",simple
etrade398,base,1.57,6.09,6.09,,,,,"Desktop trays or organizers",simple
etrade399,base,1.57,6.09,6.09,,,,,"Desktop trays or organizers",simple
etrade400,base,21.42,62.93,62.93,,,,,"Literature rack",simple
etrade401,base,14.47,29.83,29.83,,,,,"Printer labels",simple
etrade402,base,11.84,28.86,28.86,,,,,"Multipurpose labels",simple
etrade403,base,11.87,28.86,28.86,,,,,"Multipurpose labels",simple
etrade404,base,11.87,28.86,28.86,,,,,"Multipurpose labels",simple
etrade405,base,11.77,27.86,27.86,,,,,"Addressing or mailing labels",simple
etrade406,base,10000,10000,10000,,,,,"Printer labels",simple
etrade407,base,56.21,121.40,121.40,,,,,"Printer labels",simple
etrade408,base,99.04,214.00,214.00,,,,,"Printer labels",simple
etrade409,base,59.21,127.92,127.92,,,,,"Printer labels",simple
etrade410,base,107.35,232.02,232.02,,,,,"Printer labels",simple
etrade411,base,79.82,172.42,172.42,,,,,"Printer labels",simple
etrade412,base,10.89,27.47,27.47,,,,,"Ornamental trimmings",simple
etrade413,base,10000,10000,10000,,,,,"Ornamental trimmings",simple
etrade414,base,10000,10000,10000,,,,,"Ornamental trimmings",simple
etrade415,base,9.85,18.19,18.19,,,,,"Printer or copier paper",simple
etrade416,base,26.06,45.50,45.50,,,,,"Printer or copier paper",simple
etrade417,base,19.30,35.96,35.96,,,,,"Facsimile ribbons",simple
etrade418,base,36.75,68.47,68.47,,,,,"Facsimile ribbons",simple
